"genotype"	"cell.width"	"cell.height"	"treatment"
"XA53"	77.1747673659585	59.8507990656421	"A"
"XA53"	12.806217061542	NA	"A"
"XA53"	91.8822705897503	69.0625468722545	"B"
"control"	65.1807647385635	41.0266050762497	"A"
"XA53"	5.95712470263243	54.1157946549356	"A"
"XA53"	94.8198085908778	65.8082995584235	"A"
"XA53"	53.9820129999891	84.1862714154646	"A"
"XA53"	56.9175755763426	16.8792219323106	"A"
"XA53"	53.900256048888	86.086503579095	"A"
"XA53"	79.1745949428528	7.18704210529104	"B"
"control"	42.0164454377256	53.1706672900356	"A"
"control"	49.9342725083232	58.9396835725754	"A"
"XA53"	26.1432207453065	65.0302587341517	"A"
"XA53"	56.8846048912965	20.9178476857953	"B"
"XA53"	27.1590230127797	49.1727186225355	"A"
"XA53"	60.0516815080307	35.0347218449227	"B"
"XA53"	64.0469176642597	NA	"B"
"XA53"	92.0289285647683	71.0518360989168	"B"
"XA53"	17.8995475376956	93.191300138738	"B"
"XA53"	17.1756596710533	21.1067794192582	"B"
"control"	28.9581079547293	43.9021977843717	"A"
"XA53"	54.1040563479066	28.83565111598	"B"
"XA53"	23.0127816534601	26.0873175268061	"A"
"control"	67.0539769114926	69.1798236194998	"A"
"XA53"	24.0848376766779	23.0255914404988	"A"
"XA53"	40.8756911280565	93.1193576425314	"B"
"XA53"	95.1495943511836	25.8852982160635	"A"
"XA53"	43.8094712995924	14.1689407547005	"A"
"control"	54.1357071470469	62.9219989592209	"A"
"XA53"	94.8290930042975	55.8267917742953	"B"
"control"	70.9918721409515	69.8723498184234	"A"
"XA53"	55.9817755268887	11.8136838803068	"B"
"XA53"	97.1626115624793	51.1754521714523	"B"
"XA53"	64.8287893521599	79.1261768186465	"A"
"XA53"	66.1028957265429	29.9522309108637	"B"
"XA53"	29.0000817126594	90.8384892747737	"B"
"control"	46.0257223580033	51.8111717657186	"B"
"XA53"	81.1223113854416	54.0854758673348	"A"
"XA53"	69.8618158572353	87.8794203021564	"A"
"control"	43.8527575953864	71.0122966637835	"B"
"control"	34.1255346733145	67.9951415839605	"A"
"XA53"	21.8506625683047	14.0408056577668	"B"
"XA53"	26.1864044760354	NA	"B"
"XA53"	87.1353549969383	68.0334610841237	"A"
"XA53"	86.9580444119871	78.9736769072711	"A"
"XA53"	12.1272045140155	53.907971338369	"B"
"XA53"	74.9003791970201	NA	"A"
"XA53"	58.0911340320483	75.1955526873469	"A"
"XA53"	3.03370619146153	42.8489262040705	"B"
"XA53"	59.1969968141057	47.0406048666686	"B"
"XA53"	88.0905948568136	77.0449775176123	"A"
"XA53"	98.1934619707987	80.8164123781025	"A"
"XA53"	47.1589626066387	76.8310991534032	"B"
"XA53"	29.1198264874518	85.1859859282151	"A"
"XA53"	60.9052163699642	NA	"A"
"XA53"	78.8209990807809	34.0066529375501	"A"
"XA53"	8.89528414960951	87.081449778378	"A"
"XA53"	86.0973524114117	59.8162558802403	"B"
"XA53"	60.0098771148361	NA	"B"
"control"	28.0982839547098	65.9208975659683	"B"
"XA53"	47.0561021499336	39.9014392124489	"B"
"XA53"	46.184925729502	93.0562762534246	"B"
"XA53"	0.844447274506092	60.1074211556464	"B"
"XA53"	28.8979679298587	26.0566165566444	"A"
"XA53"	89.966038144473	33.8948094007559	"A"
"XA53"	2.86107307588682	77.9647452279925	"A"
"control"	63.8554371059872	51.1098088417202	"B"
"XA53"	70.9933358319104	7.0374548425898	"A"
"XA53"	37.9130691111088	86.8403301092796	"B"
"XA53"	59.141071368102	78.1216534120962	"B"
"XA53"	81.8104440193623	35.9812507512048	"A"
"XA53"	59.9332986952737	73.9141608853824	"A"
"XA53"	79.0326376762241	51.8069860106334	"A"
"control"	63.9890049720183	31.9347853963263	"B"
"XA53"	81.1601419054903	57.8909726385027	"A"
"XA53"	78.1711008198559	40.1061827642843	"B"
"XA53"	38.9925656382926	75.0583597404882	"B"
"XA53"	58.0627453936264	71.1804000086151	"A"
"control"	70.8363107413054	37.9127311853692	"B"
"XA53"	8.83844340033829	21.0957743760198	"B"
"XA53"	74.9587101921439	75.0725046844222	"A"
"control"	34.9569268804975	67.0342053360306	"B"
"XA53"	19.0281767978333	35.9183679979295	"A"
"XA53"	3.82324113808572	17.8539115498774	"A"
"XA53"	44.058190159779	NA	"A"
"XA53"	27.0482910611667	80.0425891457126	"A"
"XA53"	77.1616602500901	80.056453645695	"A"
"XA53"	90.9092255988158	75.0387705631554	"B"
"XA53"	3.8436882047914	82.9731332547031	"A"
"XA53"	44.1434742224403	39.9673878779635	"A"
"XA53"	45.186800203193	1.05678695747629	"A"
"XA53"	20.0646547394805	93.9796586988494	"B"
"XA53"	71.1060773405246	16.8559498243965	"A"
"XA53"	25.1203697693534	64.0988480441272	"A"
"XA53"	75.0917524218559	1.97277860734612	"B"
"XA53"	98.9938988144509	83.069869418256	"B"
"XA53"	9.19276545559987	56.0097233397886	"A"
"XA53"	35.0665053651668	83.8867385621183	"B"
"XA53"	77.8855072391219	29.9342141906731	"A"
"XA53"	57.0659537798725	89.8757997223176	"A"
"XA53"	41.1867110423744	55.8050819830038	"B"
"control"	53.1989587074146	47.9614127799869	"B"
"XA53"	72.9724392584525	48.9794487072155	"A"
"XA53"	81.052724721469	72.8782858278602	"A"
"XA53"	94.8976827771403	49.8567418350838	"B"
"XA53"	16.1580190896988	96.1626795885153	"A"
"XA53"	94.0394042566419	87.049543924164	"B"
"XA53"	32.0887467051856	83.9637774886563	"A"
"XA53"	53.0084461485967	22.9699521086179	"A"
"control"	69.8350235614926	48.063456838578	"B"
"XA53"	85.841329763364	20.895190972928	"B"
"XA53"	98.8222125221975	42.0713616090827	"B"
"XA53"	42.04719244726	16.9523892394267	"A"
"XA53"	72.9371545437723	88.0414997239597	"A"
"control"	51.9701677438803	70.8295617946424	"B"
"XA53"	23.9608145141974	NA	"A"
"XA53"	93.8576911232434	37.8189084937796	"B"
"control"	62.1784312943928	36.0237352496944	"B"
"XA53"	3.00486415419728	65.0868776715361	"B"
"XA53"	68.8785525945015	90.9896445318125	"B"
"XA53"	15.0116501381621	15.9766821707599	"B"
"XA53"	43.9563364942558	12.1149260088801	"A"
"XA53"	94.938660718035	69.090784867201	"A"
"XA53"	72.9041141198948	52.176720258873	"B"
"XA53"	79.1314097156748	NA	"B"
"XA53"	22.8195656498894	9.12306009680033	"A"
"XA53"	87.0348821219057	22.9976560109295	"A"
"XA53"	17.0419865099713	12.8089565332979	"B"
"control"	34.0293547057547	73.8080379038118	"A"
"XA53"	78.126871414762	18.9542044776492	"A"
"XA53"	4.05985936848447	77.9663120777346	"B"
"XA53"	5.16571628991514	26.0743653799407	"B"
"XA53"	75.8390504914336	99.048179373052	"B"
"XA53"	23.0398444551043	54.0349617990665	"B"
"control"	38.9948221167549	35.1889482690953	"A"
"XA53"	44.1747951513156	2.1181585136801	"A"
"XA53"	11.0718189058825	41.9982150992379	"A"
"XA53"	8.13809431502596	35.1022892339155	"B"
"control"	46.0858321375214	49.080041468516	"A"
"XA53"	16.1119816380553	15.1473506846465	"B"
"XA53"	25.0871072236449	39.0187927259132	"B"
"control"	50.1159633460455	67.9746594212018	"A"
"control"	51.9662583880126	49.966651000455	"A"
"XA53"	46.0472722939216	99.8683644271456	"A"
"XA53"	23.0599956761114	100.110442077462	"A"
"XA53"	69.0155264449306	66.9008396390825	"A"
"XA53"	28.8454128944315	50.0240357307717	"B"
"XA53"	50.0388447935693	83.9986051270738	"B"
"XA53"	93.90087414179	85.985455528181	"B"
"XA53"	11.9617293932475	11.8376647759229	"B"
"XA53"	84.8312202719972	7.86253454210237	"B"
"control"	57.0491735070944	54.0064074632712	"B"
"control"	53.8961466321722	42.9700840984471	"A"
"XA53"	7.08165801269934	22.0248075011186	"B"
"XA53"	88.8878485138528	57.0665780032054	"A"
"control"	57.0716250944883	50.92878604047	"A"
"control"	60.0082225402817	69.080043631047	"B"
"XA53"	32.863683838211	27.8672331619076	"B"
"XA53"	84.9357976473868	53.1732339127921	"A"
"XA53"	28.0436713086441	86.138841738645	"B"
"XA53"	71.099014870543	4.81565894819796	"B"
"XA53"	48.8488090435043	46.1416098088957	"A"
"XA53"	35.9522834384814	27.1948453378864	"B"
"control"	62.8402966914698	46.0390137289651	"A"
"XA53"	59.0390407670289	96.9896244551055	"A"
"XA53"	6.13141389414668	35.8468821678311	"B"
"XA53"	98.1645055568777	2.02537543429062	"B"
"control"	35.0173831940629	45.933415332064	"A"
"XA53"	36.9325610631146	2.1392421179451	"B"
"XA53"	10.818729491625	23.1689635975286	"A"
"XA53"	14.8228245640174	14.0709474707954	"A"
"control"	48.1728438776918	67.9938638802618	"B"
"XA53"	83.996190398559	56.868063172698	"A"
"XA53"	10.9685169138946	94.8839334075339	"A"
"XA53"	60.9796926023439	95.8712818605825	"B"
"XA53"	23.8991126003675	57.199718486052	"B"
"XA53"	45.8616290633567	56.1888588415459	"B"
"XA53"	53.1027941077948	88.8924688911065	"B"
"XA53"	94.8622054786421	23.9090454041027	"B"
"control"	32.0240513605066	42.8679073249921	"B"
"control"	71.1734021374956	39.8000689550303	"A"
"XA53"	73.9150718146935	64.1917501634918	"B"
"XA53"	81.8622644602321	56.1723469963297	"B"
"XA53"	70.934624590911	36.9842726145871	"A"
"XA53"	22.079985088855	98.1473870607093	"B"
"XA53"	6.11118588596582	18.9113298656419	"A"
"XA53"	5.98134469408542	31.8995158501901	"A"
"XA53"	3.87835673419759	7.80638264333829	"A"
"control"	72.880233033374	44.8785384912975	"A"
"XA53"	85.942201877851	6.12412936789915	"B"
"XA53"	40.0078080550768	0.830967035982758	"B"
"XA53"	4.06679360633716	58.8092914921232	"B"
"XA53"	24.0686003720388	1.02698804177344	"A"
"XA53"	8.02131871208548	59.0978291284293	"A"
"control"	44.8432977328077	68.9783208847046	"A"
"XA53"	36.0931778791361	25.1091204336844	"A"
"XA53"	59.9214623648673	97.097530884482	"B"
"XA53"	51.8694820921868	15.180875104107	"B"
"XA53"	37.8204573864117	11.1855257425457	"A"
"control"	64.003567281086	64.8603048060089	"A"
"XA53"	88.0344658629969	39.0194530508481	"A"
"XA53"	66.1851966607384	83.9783142742701	"B"
"control"	56.9129010065459	27.9133341635577	"A"
"XA53"	98.0037886918522	NA	"B"
"XA53"	94.0321354547516	58.1527095666155	"B"
"XA53"	45.01819598414	4.97756771510467	"B"
"XA53"	4.95975610166788	NA	"A"
"XA53"	22.1384534093551	5.11453602276742	"A"
"XA53"	10.1971436442807	34.0644406536594	"B"
"XA53"	22.870283146482	77.197501678206	"B"
"control"	77.1023617789149	44.0915198506787	"B"
"control"	48.1676914303564	66.8938549935818	"A"
"XA53"	33.1912313993089	5.19757570782676	"A"
"XA53"	27.9340105128475	10.9925152411684	"B"
"XA53"	24.8982214249671	28.0094416536391	"B"
"XA53"	74.8254505472258	90.0171224605292	"A"
"XA53"	33.8056579548866	11.8371135208756	"A"
"XA53"	87.8603814899921	81.9595156207681	"B"
"XA53"	54.1411880080588	79.0707875227556	"A"
"XA53"	6.90783148035407	35.0526877202094	"B"
"control"	52.9830709652044	58.0390790509991	"B"
"control"	51.0370672347024	56.8147308949381	"A"
"XA53"	86.1734167446382	45.0667197709903	"A"
"XA53"	76.139172531385	77.8288513130508	"A"
"XA53"	98.0042430452071	50.9162974911742	"A"
"XA53"	78.1507399667054	52.890099638328	"A"
"XA53"	77.8885530971922	50.8829727904871	"B"
"XA53"	93.1495186578482	73.1679478549399	"A"
"XA53"	58.010299680382	18.0436024936847	"B"
"XA53"	36.9662603508681	13.1018803874962	"A"
"control"	63.0263865916058	62.9869420426898	"A"
"XA53"	88.0128823258914	57.8168630389497	"A"
"control"	37.8035723627545	68.0822099539451	"B"
"XA53"	95.0840794849209	74.1963038810529	"A"
"XA53"	41.0760361054912	20.1394008226693	"A"
"XA53"	68.9004249813035	93.9917573554441	"B"
"XA53"	48.1862320076674	22.884329770226	"B"
"XA53"	89.057513695769	75.9837039551698	"A"
"XA53"	12.9632343511097	40.0722856532782	"B"
"XA53"	94.0509126402438	17.1151504661888	"A"
"XA53"	17.1737862687558	71.8622221468948	"B"
"XA53"	22.0680448817089	58.150090206787	"B"
"XA53"	25.1119477190077	7.00558171728626	"B"
"XA53"	67.9766872921959	80.824614473246	"B"
"control"	39.1201626492664	64.0086146134883	"B"
"XA53"	54.8162332478911	56.9156350321136	"A"
"control"	59.0828610859811	65.1466734559275	"A"
"XA53"	22.8477573123761	16.1538701713085	"B"
"XA53"	72.8889498100616	60.0452524765395	"B"
"XA53"	34.9319291880354	24.1999891680665	"A"
"XA53"	18.873975039646	60.821608469449	"A"
"control"	50.9296013616957	25.8657253587618	"A"
"XA53"	6.85382861336693	12.9206582245417	"B"
"XA53"	19.9273116029799	87.9901855501346	"A"
"XA53"	8.87218810003251	44.9223183639348	"B"
"XA53"	51.1367676662281	77.1218348661438	"B"
"XA53"	58.8033941816539	20.9953438719735	"A"
"XA53"	75.9007793521509	99.9294693840668	"A"
"XA53"	81.096125226561	93.9758847348392	"A"
"XA53"	83.873629384581	23.0497870864347	"B"
"XA53"	49.0697451080196	39.0190101848915	"A"
"XA53"	98.0346061062068	95.9112496634945	"B"
"XA53"	39.1482251997106	55.9926114589907	"B"
"XA53"	67.8142600935884	29.1613651757129	"A"
"XA53"	10.9574586960487	68.8901708516292	"B"
"control"	56.1891027638689	27.1084999878891	"A"
"XA53"	66.9406316524371	86.1748039608821	"B"
"XA53"	1.07859062086791	78.0510157053359	"A"
"XA53"	79.910776553303	5.84988117776811	"A"
"XA53"	55.0303938334808	100.096163324639	"B"
"control"	40.1489374685101	40.1478452168405	"B"
"XA53"	64.8186084627174	10.0657787049189	"B"
"XA53"	100.007225917652	52.8231966806576	"A"
"XA53"	26.9606792748906	39.9542746285908	"B"
"XA53"	43.1504147327505	38.0959201130085	"B"
"control"	51.1194209508598	47.8420856463723	"B"
"XA53"	54.1551304644905	7.11099305236712	"B"
"XA53"	33.8373842272907	33.0283445591107	"B"
"XA53"	83.0570313760079	94.9013525061309	"A"
"XA53"	89.1844292750582	38.9326201306656	"B"
"XA53"	7.8610130617395	46.8555644662119	"B"
"XA53"	37.9517359756865	96.8192582792603	"B"
"XA53"	54.1606601958163	72.0072123743594	"B"
"XA53"	15.8485502158292	88.9653017261997	"B"
"XA53"	57.8893049565144	18.8797022541054	"A"
"XA53"	23.8356199719943	70.0319855796173	"B"
"control"	66.9049416080117	41.9655149412341	"A"
"XA53"	3.06586245577782	18.8674182645977	"B"
"XA53"	11.1456742635928	46.9753771587275	"A"
"XA53"	8.00768573014066	62.086364399828	"B"
"control"	64.0687829277478	45.9501910838298	"B"
"XA53"	56.0361948574893	81.9139023728669	"A"
"XA53"	75.9597127932124	83.0352006430738	"A"
"XA53"	53.156621773541	80.0064201837406	"A"
"XA53"	93.1524823090062	57.1651023286395	"A"
"XA53"	98.158695839718	13.8985761072487	"B"
"XA53"	62.1564023109153	13.8940223788843	"A"
"XA53"	75.9605466620997	59.1420427999459	"A"
"XA53"	14.1533620776609	92.1334081850015	"A"
"control"	42.1615912346169	NA	"A"
"XA53"	62.8046429086477	2.12274229591712	"A"
"XA53"	74.19742610557	26.9154700185172	"A"
"XA53"	45.008132865373	4.02802265053615	"A"
"control"	46.0917421653867	NA	"B"
"XA53"	8.82924103066325	66.9922855949029	"B"
"XA53"	3.09961606934667	96.1377938949503	"B"
"XA53"	97.9573378221132	26.1496107737534	"A"
"XA53"	21.8182042214088	62.9696443328634	"A"
"XA53"	23.1739635626785	79.9453751649708	"A"
"XA53"	80.8910574957728	48.1411671173759	"A"
"XA53"	80.091509377677	67.8678240587004	"B"
"XA53"	52.0672282105312	19.9123604753986	"B"
"XA53"	30.121664104145	2.0059622567147	"B"
"control"	27.9965543970466	74.9565614509396	"A"
"XA53"	42.8545601918362	57.0619023924693	"B"
"XA53"	50.9513841009699	40.910523683019	"B"
"XA53"	28.0664411134087	77.0910116347484	"A"
"XA53"	90.8298108197749	33.002416024264	"A"
"XA53"	18.0146271508187	51.8041992937215	"B"
"XA53"	87.8251418111846	33.9513814924285	"A"
"control"	66.1444881431758	NA	"A"
"XA53"	89.06855006041	69.9110797229223	"B"
"XA53"	53.1657646991313	86.007238594722	"B"
"XA53"	85.180180421751	93.9911747623235	"B"
"XA53"	97.0706850190647	4.13012723457068	"B"
"XA53"	25.9154029476456	94.8495198635384	"A"
"control"	31.0552282722667	64.0744361490011	"B"
"XA53"	59.0087008688599	8.16603999566287	"B"
"control"	44.1542131809518	NA	"A"
"XA53"	19.0525488384999	31.8603391801938	"B"
"XA53"	98.0469037511386	15.8224179935642	"B"
"XA53"	30.8122122162022	7.80993636138737	"A"
"XA53"	72.1513973726891	5.94873031247407	"B"
"XA53"	20.8271588454954	29.1563401281834	"B"
"XA53"	20.0863793135621	19.9496962837875	"A"
"XA53"	88.8969518346712	NA	"A"
"XA53"	51.9162361612543	17.8528914244846	"B"
"XA53"	98.1407466215082	45.9841297301464	"B"
"XA53"	90.0593641386367	27.0741795197129	"B"
"XA53"	56.8482295370661	92.9752526754513	"B"
"XA53"	35.029132237006	2.93995937928557	"B"
"XA53"	79.0402870758437	50.1559522422031	"A"
"XA53"	30.1904773714021	10.9048306397162	"B"
"XA53"	10.1559703256935	28.187604802195	"A"
"XA53"	11.9869841150939	3.85575848091394	"A"
"XA53"	81.9439627381973	47.0993980090134	"A"
"XA53"	72.8105480716564	25.0607785434462	"A"
"XA53"	10.0186087699607	NA	"A"
"XA53"	62.1856324996799	1.95759534630924	"A"
"XA53"	100.035303638875	26.8438336017542	"A"
"XA53"	74.1118887741119	65.9505654963665	"A"
"XA53"	16.9572974238545	98.1189935386181	"A"
"XA53"	34.0936731344089	5.95891340756789	"A"
"XA53"	72.8279178981669	63.8552748709917	"B"
"XA53"	36.0988991757855	56.1235791199841	"B"
"XA53"	38.1484412586316	94.1580033031292	"A"
"control"	34.0925420932472	69.002956185583	"A"
"XA53"	31.1859139378183	29.8119555119425	"B"
"control"	47.1845213464461	26.8160879381932	"A"
"XA53"	18.9969703798182	78.0884179529734	"A"
"XA53"	56.9854544762522	59.8033984485082	"B"
"XA53"	22.8389279318042	22.1757535790093	"A"
"XA53"	68.1844176369719	87.1186408688314	"A"
"XA53"	14.8761468778364	52.9382702476345	"B"
"XA53"	45.1096756910905	95.1829943828285	"A"
"XA53"	2.92242713049054	69.8871818475425	"A"
"XA53"	75.0440396803431	62.02230425179	"B"
"XA53"	42.9312868939713	5.07606613952666	"A"
"XA53"	32.8267125738785	12.8529842412099	"A"
"XA53"	43.8629994455725	72.1785633902997	"B"
"XA53"	67.914273445867	98.0151385758072	"A"
"XA53"	5.96808312702924	92.0587103066035	"A"
"control"	47.9522970328107	34.806992651429	"A"
"XA53"	81.9479195725173	NA	"A"
"XA53"	7.89073819834739	51.9739709621295	"A"
"XA53"	10.1980391752906	3.98552505811676	"A"
"control"	39.9730501622893	65.1664688625373	"A"
"XA53"	86.9990347310901	53.8771158373915	"B"
"XA53"	92.979291961994	NA	"B"
"XA53"	13.1601839503273	90.1128536150791	"A"
"XA53"	15.1324425646104	65.1284833041951	"B"
"XA53"	32.0537033836357	92.9348345997743	"A"
"XA53"	44.8839850286953	8.8125342364423	"B"
"control"	55.9662135777064	42.9359241245314	"A"
"control"	34.826114086993	42.8141210176982	"A"
"XA53"	27.0925648920238	18.0802146648057	"B"
"XA53"	50.0304461952299	94.1565647862852	"A"
"XA53"	61.9271131563932	91.928292263113	"A"
"XA53"	8.04846542496234	22.9778192390688	"B"
"control"	44.007118760515	51.9825915012509	"B"
"XA53"	1.18068297281861	95.9374898998998	"B"
"XA53"	14.8337142084725	51.8115989944898	"B"
"XA53"	75.1337416421622	93.8965083367191	"B"
"control"	65.9062322773039	NA	"B"
"XA53"	2.92041552793235	88.1491976893507	"A"
"XA53"	41.8366987299174	1.04025295367464	"B"
"control"	75.0573705828749	52.0491465916857	"B"
"XA53"	60.0198990476318	94.9356555426493	"B"
"XA53"	5.07588825281709	33.9732863256708	"A"
"control"	46.0528504386544	25.1037808494642	"A"
"control"	65.1134846911766	39.9019020606764	"A"
"XA53"	8.94178111739457	13.8104434984736	"A"
"XA53"	92.0576565013267	97.8244998081587	"A"
"XA53"	47.1439742125571	89.8094151440077	"B"
"XA53"	95.1966655656695	80.0855803755112	"A"
"XA53"	16.0318904463202	65.0491022815928	"A"
"XA53"	90.850150241144	16.0700127734803	"B"
"XA53"	20.1286918272264	73.0848864617758	"A"
"control"	25.903470691666	NA	"B"
"XA53"	91.8600647849962	NA	"B"
"XA53"	77.1704270930961	27.9982089378871	"A"
"XA53"	61.0519616943784	56.1991914867424	"A"
"XA53"	13.0301050483249	88.0035388833843	"B"
"control"	50.8453978000209	NA	"B"
"XA53"	25.8017074099742	87.8619777987711	"A"
"XA53"	81.0267775789835	53.0541866106912	"B"
"control"	59.988319259882	52.9076671923511	"A"
"control"	54.8721486059017	62.9040637453087	"A"
"XA53"	1.95620243372396	10.9068656126969	"B"
"XA53"	50.8528623596765	21.09398712283	"A"
"XA53"	18.0061756721698	22.0886598038487	"B"
"XA53"	12.1692525673658	29.10612012567	"A"
"XA53"	17.8583509048447	47.0680903756991	"A"
"XA53"	67.9906337125227	27.1745782678016	"A"
"control"	25.1157860738225	52.8639951692894	"B"
"control"	53.9689256063662	25.1730914521962	"B"
"XA53"	11.8006067714654	65.9121205867268	"B"
"control"	46.8241988678463	47.1975762588903	"A"
"XA53"	85.8490820063278	88.1450541886501	"B"
"XA53"	94.9836878440343	7.15076036034152	"A"
"XA53"	10.0974511512555	75.8915427936241	"B"
"XA53"	53.0668880077079	86.8427080775611	"B"
"XA53"	32.8635729704984	35.0861815929413	"A"
